,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
709,ABOS,"Acumen Pharmaceuticals, Inc.",84.11M,-3.40%,338486,-
710,MASS,908 Devices Inc.,83.87M,-5.55%,251495,55.16M
711,PYXS,"Pyxis Oncology, Inc.",83.25M,-4.76%,787068,16.15M
712,GALT,Galectin Therapeutics Inc.,82.53M,-0.38%,278329,-
713,AGEN,Agenus Inc.,82.11M,-4.55%,387957,160.43M
714,VERU,Veru Inc.,81.30M,-2.43%,3146789,16.89M
715,XTNT,"Xtant Medical Holdings, Inc.",80.62M,-3.57%,34136,113.86M
716,CUE,"Cue Biopharma, Inc.",80.20M,-6.22%,380004,9.53M
717,INCR,InterCure Ltd.,79.94M,-2.29%,6679,72.42M
718,IMAB,I-Mab,79.89M,1.04%,128488,3.31M
719,KPTI,Karyopharm Therapeutics Inc.,79.63M,-3.96%,725610,148.44M
720,VTGN,"Vistagen Therapeutics, Inc.",78.24M,-2.09%,214419,876.00K
721,OKUR,"OnKure Therapeutics, Inc.",78.04M,2.64%,49423,-
722,RGLS,Regulus Therapeutics Inc.,77.95M,-6.30%,540239,-
723,ACET,"Adicet Bio, Inc.",77.87M,-8.25%,1271072,-
724,CNTX,Context Therapeutics Inc.,77.68M,-3.37%,86041,-
725,ANL,Adlai Nortye Ltd.,77.49M,0.96%,2649,5.00M
726,FORA,Forian Inc.,76.92M,2.90%,13206,19.71M
727,ASRT,"Assertio Holdings, Inc.",76.53M,-0.98%,558425,125.76M
728,OWLT,"Owlet, Inc.",76.49M,1.27%,39670,78.58M
729,TNYA,"Tenaya Therapeutics, Inc.",76.41M,-2.00%,2105342,-
730,MURA,Mural Oncology plc,76.35M,-1.35%,480411,-
731,ADAG,Adagene Inc.,76.15M,-4.97%,4888,815.75K
732,FBRX,"Forte Biosciences, Inc.",76.08M,-8.46%,45600,-
733,ARMP,"Armata Pharmaceuticals, Inc.",75.26M,1.96%,5960,5.47M
734,EPIX,ESSA Pharma Inc.,75.02M,-1.18%,125376,-
735,PMVP,"PMV Pharmaceuticals, Inc.",74.52M,0.70%,137741,-
736,TLSA,Tiziana Life Sciences Ltd,74.18M,5.75%,243345,-
737,RBOT,Vicarious Surgical Inc.,74.15M,-8.39%,59129,-
738,THTX,Theratechnologies Inc.,73.86M,-5.57%,137698,84.32M
739,MODV,ModivCare Inc.,73.61M,19.21%,1091179,2.79B
740,GUTS,"Fractyl Health, Inc.",72.63M,-6.21%,282938,97.00K
741,ICCM,IceCure Medical Ltd,72.41M,-1.55%,160219,3.67M
742,NSPR,"InspireMD, Inc.",71.99M,5.34%,13099,6.82M
743,AVTE,"Aerovate Therapeutics, Inc.",71.32M,-3.89%,63659,-
744,APLT,"Applied Therapeutics, Inc.",70.99M,-0.07%,1757348,-212.00K
745,INO,"Inovio Pharmaceuticals, Inc.",70.76M,-0.50%,499744,203.41K
746,PIII,P3 Health Partners Inc.,70.33M,-4.04%,261786,1.48B
747,GNTA,Genenta Science S.p.A.,70.05M,-2.79%,10232,-
748,IKNA,"Ikena Oncology, Inc.",69.49M,-0.69%,62215,659.00K
749,CCEL,"Cryo-Cell International, Inc.",69.32M,8.31%,71982,31.84M
750,VANI,"Vivani Medical, Inc.",69.30M,0.43%,42712,-
751,GANX,"Gain Therapeutics, Inc.",69.23M,-0.38%,357166,-
752,AADI,"Aadi Bioscience, Inc.",68.27M,-2.12%,66626,25.07M
753,ME,23andMe Holding Co.,67.67M,-3.47%,230321,208.78M
754,SCLX,Scilex Holding Company,67.56M,-1.75%,1772914,55.15M
755,BYSI,BeyondSpring Inc.,67.30M,-2.34%,15964,1.88M
756,CCLD,"CareCloud, Inc.",67.14M,1.23%,80910,111.01M
757,KALA,"KALA BIO, Inc.",67.12M,4.85%,92202,-
758,BNR,Burning Rock Biotech Limited,66.48M,2.53%,8969,72.83M
759,CTMX,"CytomX Therapeutics, Inc.",65.74M,-4.74%,531409,126.62M
760,FBLG,"FibroBiologics, Inc.",65.26M,20.63%,2227677,-
761,QNCX,"Quince Therapeutics, Inc.",65.12M,-6.33%,347601,-
762,BEAT,"HeartBeam, Inc.",63.46M,-2.46%,54113,-
763,HBIO,"Harvard Bioscience, Inc.",63.02M,-2.36%,279181,97.73M
764,IOBT,"IO Biotech, Inc.",62.98M,-1.44%,60889,-
765,CPIX,Cumberland Pharmaceuticals Inc.,62.35M,-16.85%,1128791,36.79M
766,TOI,"The Oncology Institute, Inc.",61.96M,-7.68%,689587,378.93M
767,IPSC,"Century Therapeutics, Inc.",61.68M,-4.31%,508295,2.68M
768,RMTI,"Rockwell Medical, Inc.",61.41M,-4.04%,454559,98.92M
769,BLUE,"bluebird bio, Inc.",61.15M,-5.23%,313136,53.12M
770,PRE,Prenetics Global Limited,61.09M,-7.56%,6005,25.56M
771,HOWL,"Werewolf Therapeutics, Inc.",60.61M,0.74%,191300,3.39M
772,NEUE,"NeueHealth, Inc.",60.26M,-0.41%,28004,996.89M
773,UNCY,"Unicycive Therapeutics, Inc.",60.20M,-4.76%,685878,-
774,VRCA,Verrica Pharmaceuticals Inc.,60.08M,-2.97%,141718,9.21M
775,YI,"111, Inc.",59.79M,3.47%,40678,2.09B
776,LUCD,Lucid Diagnostics Inc.,59.33M,11.51%,775184,4.19M
777,IMRX,Immuneering Corporation,59.00M,-4.52%,399087,-
778,ONCY,Oncolytics Biotech Inc.,58.67M,-5.65%,536458,-
779,KRON,"Kronos Bio, Inc.",58.53M,-2.02%,233962,9.86M
780,OPTN,"OptiNose, Inc.",58.42M,-3.01%,8262,75.67M
781,ALXO,ALX Oncology Holdings Inc.,57.49M,-9.08%,963173,-
782,ATRA,"Atara Biotherapeutics, Inc.",57.14M,-5.61%,141485,100.44M
783,VTVT,vTv Therapeutics Inc.,57.00M,0.96%,6377,1.00M
784,ACHL,Achilles Therapeutics plc,56.72M,-0.72%,1411572,-
785,PRLD,Prelude Therapeutics Incorporated,56.69M,-7.21%,262116,3.00M
786,STTK,"Shattuck Labs, Inc.",56.33M,-4.84%,144285,6.44M
787,CTSO,Cytosorbents Corporation,55.77M,-2.86%,71322,37.74M
788,VNRX,VolitionRx Limited,55.60M,-3.16%,44396,1.29M
789,IMMX,"Immix Biopharma, Inc.",55.29M,-0.74%,85652,-
790,ANVS,"Annovis Bio, Inc.",55.05M,-6.17%,735183,-
791,PDSB,PDS Biotechnology Corporation,54.96M,-5.22%,261041,-
792,OTLK,"Outlook Therapeutics, Inc.",54.75M,-1.16%,423817,-
793,CNTB,Connect Biopharma Holdings Limited,54.46M,-5.23%,8805,24.12M
794,LTRN,Lantern Pharma Inc.,54.36M,-4.91%,64295,-
795,NVNO,enVVeno Medical Corporation,53.62M,-1.67%,91354,-
796,APYX,Apyx Medical Corporation,53.08M,1.44%,10884,48.54M
797,ABP,"Abpro Holdings, Inc.",52.54M,-2.80%,24656,230.00K
798,RPTX,Repare Therapeutics Inc.,51.44M,-3.20%,248980,66.52M
799,RGC,Regencell Bioscience Holdings Limited,51.42M,0.05%,520,-
800,GBIO,Generation Bio Co.,50.73M,-5.51%,233456,18.58M
801,FGEN,"FibroGen, Inc.",50.73M,0.70%,361752,180.02M
802,OMIC,"Singular Genomics Systems, Inc.",50.50M,0.05%,6665,2.67M
803,ALVR,"AlloVir, Inc.",50.01M,-2.63%,6733,-
804,MAIA,"MAIA Biotechnology, Inc.",49.70M,-4.04%,171013,-
805,BOLD,"Boundless Bio, Inc.",49.50M,-5.93%,35845,-
806,FBIO,"Fortress Biotech, Inc.",49.27M,-2.46%,243419,81.50M
807,MODD,"Modular Medical, Inc.",48.57M,1.68%,103392,-
808,CELU,Celularity Inc.,48.57M,-11.11%,174095,48.20M
809,DYAI,"Dyadic International, Inc.",48.53M,10.07%,60445,3.36M
810,LSB,"LakeShore Biopharma Co., Ltd",47.89M,-1.95%,11170,79.42M
811,NXL,"Nexalin Technology, Inc.",47.85M,1.09%,557707,162.08K
812,OVID,Ovid Therapeutics Inc.,47.58M,-3.87%,183798,631.70K
813,SCYX,"SCYNEXIS, Inc.",46.30M,6.90%,245802,8.57M
814,ICCC,ImmuCell Corporation,45.54M,-4.66%,427,23.84M
815,RNTX,Rein Therapeutics Inc.,45.07M,-12.24%,125238,-
816,KZR,"Kezar Life Sciences, Inc.",44.94M,-3.14%,11064,-
817,SPRO,"Spero Therapeutics, Inc.",44.62M,-5.20%,147314,106.46M
818,INKT,"MiNK Therapeutics, Inc.",44.43M,0.99%,30916,-
819,SHLT,SHL Telemedicine Ltd.,43.99M,-0.76%,6475,55.94M
820,OM,"Outset Medical, Inc.",43.50M,1.25%,524450,114.73M
821,MBOT,Microbot Medical Inc.,43.17M,17.49%,5426781,-
822,SER,"Serina Therapeutics, Inc.",42.36M,-1.96%,3592,3.16M
823,CLGN,CollPlant Biotechnologies Ltd.,41.92M,-2.14%,2631,650.00K
824,OSTX,OS Therapies Incorporated,41.63M,1.03%,215100,-
825,BRNS,Barinthus Biotherapeutics plc,41.44M,6.75%,62023,14.97M
826,PEPG,PepGen Inc.,40.74M,-9.42%,334689,-
827,ANEB,"Anebulo Pharmaceuticals, Inc.",40.72M,1.95%,2681,-
828,ESLA,"Estrella Immunopharma, Inc.",40.52M,-6.67%,11747,-
829,MDAI,"Spectral AI, Inc.",40.19M,3.52%,1038176,27.26M
830,ATHE,Alterity Therapeutics Limited,40.17M,-,-,2.68M
831,ITRM,Iterum Therapeutics plc,39.35M,-12.07%,1580617,-
832,PTHL,Pheton Holdings Ltd,38.90M,-7.77%,5857,572.29K
833,QTTB,Q32 Bio Inc.,38.37M,-0.32%,91599,-14.66M
834,TPST,"Tempest Therapeutics, Inc.",38.25M,-0.44%,846779,-
835,CASI,"CASI Pharmaceuticals, Inc.",38.11M,-8.21%,11178,22.06M
836,OKYO,OKYO Pharma Limited,38.01M,-3.48%,46906,-
837,IXHL,Incannex Healthcare Inc.,37.58M,-3.18%,12393,86.00K
838,CMMB,Chemomab Therapeutics Ltd.,37.34M,-7.18%,70665,-
839,ELEV,"Elevation Oncology, Inc.",37.31M,-5.85%,1218506,-
840,ZCMD,Zhongchao Inc.,36.56M,-2.68%,5038,17.41M
841,PASG,"Passage Bio, Inc.",36.44M,1.72%,226935,-
842,IRD,"Opus Genetics, Inc.",36.30M,-5.74%,273443,8.38M
843,RADX,Radiopharm Theranostics Limited,36.11M,7.04%,7062,1.31M
844,DXR,Daxor Corporation,36.11M,-3.33%,5017,154.21K
845,UBX,"Unity Biotechnology, Inc.",36.06M,-5.31%,198197,-
846,DTIL,"Precision BioSciences, Inc.",36.05M,-3.28%,118476,75.10M
847,CALC,"CalciMedica, Inc.",35.86M,-1.85%,9617,-
848,VYNE,VYNE Therapeutics Inc.,35.55M,-0.41%,64422,493.00K
849,NRXP,"NRx Pharmaceuticals, Inc.",35.46M,-7.55%,464956,-
850,MOVE,Movano Inc.,35.42M,1.14%,731,902.00K
851,ATNM,"Actinium Pharmaceuticals, Inc.",34.94M,-2.61%,218355,81.00K
852,RLYB,Rallybio Corporation,34.31M,-1.90%,45695,598.00K
853,CYTH,"Cyclo Therapeutics, Inc.",34.23M,54.53%,84671192,870.73K
854,INTS,"Intensity Therapeutics, Inc.",34.19M,-6.08%,41403,-
855,IBIO,"iBio, Inc.",34.04M,3.62%,312702,175.00K
856,BIVI,BioVie Inc.,33.90M,-3.02%,741714,-
857,SRZN,"Surrozen, Inc.",33.83M,-6.22%,15973,10.00M
858,SNYR,Synergy CHC Corp.,33.46M,-3.89%,25729,37.78M
859,CVKD,"Cadrenal Therapeutics, Inc.",33.33M,-2.09%,40614,-
860,OCX,OncoCyte Corporation,33.17M,-3.90%,35367,709.00K
861,GRCE,"Grace Therapeutics, Inc.",32.85M,-3.28%,44471,-
862,POCI,"Precision Optics Corporation, Inc.",32.70M,0.98%,3327,18.98M
863,GDTC,CytoMed Therapeutics Limited,32.43M,1.44%,12686,330.25K
864,ANTX,"AN2 Therapeutics, Inc.",31.97M,-2.73%,41149,-
865,PMN,"ProMIS Neurosciences, Inc.",31.87M,-1.52%,55827,-
866,NMTC,NeuroOne Medical Technologies Corporation,31.77M,1.98%,205174,3.45M
867,AXDX,"Accelerate Diagnostics, Inc.",31.56M,-0.79%,28714,11.91M
868,XCUR,"Exicure, Inc.",31.30M,-10.42%,13529,500.00K
869,WOK,WORK Medical Technology Group LTD,31.23M,-1.85%,17519,9.86M
870,COCH,"Envoy Medical, Inc.",31.18M,-1.28%,20731,278.00K
871,LEXX,Lexaria Bioscience Corp.,30.91M,-6.83%,69757,496.92K
872,AKTX,"Akari Therapeutics, Plc",30.70M,-2.35%,6580,-
873,MRNS,"Marinus Pharmaceuticals, Inc.",30.32M,0.11%,765895,31.47M
874,SCNX,"Scienture Holdings, Inc.",30.19M,7.81%,6038,-351.61K
875,XAIR,"Beyond Air, Inc.",29.99M,9.13%,1309392,2.34M
876,XLO,"Xilio Therapeutics, Inc.",29.89M,-1.46%,192414,4.62M
877,EQ,"Equillium, Inc.",29.41M,-12.11%,1327896,45.91M
878,ENZ,"Enzo Biochem, Inc.",29.26M,-1.75%,124600,30.31M
879,NSYS,Nortech Systems Incorporated,29.08M,-3.22%,4683,135.57M
880,JUNS,"Jupiter Neurosciences, Inc.",28.69M,-15.04%,645035,-
881,RNXT,"RenovoRx, Inc.",27.89M,-20.55%,1395360,-
882,CVM,CEL-SCI Corporation,27.79M,-3.85%,919805,-
883,VSEE,"VSee Health, Inc.",27.57M,0.57%,199700,8.06M
884,ONMD,OneMedNet Corporation,27.16M,-2.96%,62614,957.65K
885,FEMY,Femasys Inc.,27.02M,-,172059,1.26M
886,CRIS,"Curis, Inc.",26.96M,-4.95%,26494,10.26M
887,NRSN,NeuroSense Therapeutics Ltd.,26.83M,-3.28%,81771,-
888,IRIX,IRIDEX Corporation,26.78M,-1.83%,33382,48.43M
889,DRIO,DarioHealth Corp.,26.52M,12.58%,4099915,23.05M
890,PULM,"Pulmatrix, Inc.",26.44M,-4.74%,10991,10.01M
891,RAIN,"Rain Enhancement Technologies Holdco, Inc.",26.43M,-,7539,-
892,CGTX,"Cognition Therapeutics, Inc.",26.38M,-0.77%,301135,-
893,DARE,"Daré Bioscience, Inc.",26.28M,-0.33%,6230,1.88M
894,IBO,Impact BioMedical Inc.,26.23M,20.63%,31118,-
895,BCAB,"BioAtla, Inc.",26.23M,-9.60%,1073760,11.00M
896,LVTX,LAVA Therapeutics N.V.,25.13M,1.60%,9397,7.35M
897,CLDI,"Calidi Biotherapeutics, Inc.",25.11M,-12.16%,2335601,-
898,BFRG,"Bullfrog AI Holdings, Inc.",24.92M,14.79%,3262106,-
899,NXGL,"NEXGEL, Inc.",24.88M,-1.77%,31108,6.73M
900,PLUR,Pluri Inc.,24.75M,1.14%,1835,598.00K
901,TENX,"Tenax Therapeutics, Inc.",24.65M,2.26%,142072,-
902,PTN,"Palatin Technologies, Inc.",24.63M,6.06%,2189365,2.38M
903,MLEC,Moolec Science SA,24.22M,-8.68%,26581,5.63M
904,ENLV,Enlivex Therapeutics Ltd.,24.19M,2.80%,30496,-
905,IGC,"IGC Pharma, Inc.",24.09M,2.21%,252075,1.18M
906,TRAW,"Traws Pharma, Inc.",24.05M,-4.10%,103255,226.00K
907,ALLK,Allakos Inc.,23.89M,-4.12%,2236806,-
908,VVOS,"Vivos Therapeutics, Inc.",23.85M,-0.25%,125008,14.58M
909,DRRX,DURECT Corporation,23.59M,-3.68%,21698,8.59M
910,RVP,"Retractable Technologies, Inc.",23.49M,-0.67%,42223,38.27M
911,COEP,"Coeptis Therapeutics Holdings, Inc.",23.31M,5.19%,36439,-
912,TNXP,Tonix Pharmaceuticals Holding Corp.,23.16M,12.99%,10505727,11.29M
913,DHAI,"DIH Holding US, Inc.",23.01M,-14.16%,542746,73.49M
914,CTXR,"Citius Pharmaceuticals, Inc.",22.94M,-0.38%,51838,-
915,CARA,"Cara Therapeutics, Inc.",22.86M,-2.34%,8585,8.69M
916,QNTM,Quantum BioPharma Ltd.,22.54M,-17.24%,2866180,-
917,CCM,Concord Medical Services Holdings Limited,22.40M,3.20%,1225,64.91M
918,LGVN,Longeveron Inc.,22.26M,-6.83%,115001,1.85M
919,CODX,"Co-Diagnostics, Inc.",21.95M,2.47%,80051,7.32M
920,LSTA,"Lisata Therapeutics, Inc.",21.83M,-1.14%,2990,-
921,GELS,Gelteq Limited,21.61M,0.88%,14029,95.62K
922,CDIO,"Cardio Diagnostics Holdings, Inc.",21.43M,16.79%,8093026,35.69K
923,NXTC,"NextCure, Inc.",21.29M,-3.80%,160046,-
924,HOOK,HOOKIPA Pharma Inc.,21.22M,-7.37%,69030,50.00M
925,PYPD,PolyPid Ltd.,20.82M,0.99%,9722,-
926,APRE,"Aprea Therapeutics, Inc.",20.82M,-3.42%,22867,1.31M
927,ALUR,Allurion Technologies Inc.,20.74M,-7.08%,190911,34.75M
928,DOMH,Dominari Holdings Inc.,20.40M,17.44%,108709,12.59M
929,HCWB,HCW Biologics Inc.,20.19M,7.11%,2265712,3.50M
930,AMS,American Shared Hospital Services,19.68M,-,1227,24.97M
931,LPTX,"Leap Therapeutics, Inc.",19.50M,-0.02%,1032748,-
932,CARM,"Carisma Therapeutics, Inc.",19.31M,-8.64%,162194,20.27M
933,NKGN,"NKGen Biotech, Inc.",19.22M,-6.67%,90747,-
934,SABS,"SAB Biotherapeutics, Inc.",19.10M,-2.36%,75851,1.51M
935,MIRA,"MIRA Pharmaceuticals, Inc.",19.04M,-1.71%,581379,-
936,SNTI,"Senti Biosciences, Inc.",19.04M,-4.16%,17900,-
937,LPCN,Lipocine Inc.,18.72M,-7.41%,42227,7.92M
938,MRKR,"Marker Therapeutics, Inc.",18.63M,-10.77%,241555,5.40M
939,COCP,"Cocrystal Pharma, Inc.",18.62M,-3.17%,15070,-
940,INAB,"IN8bio, Inc.",18.49M,-7.91%,375536,-
941,MEIP,"MEI Pharma, Inc.",18.49M,-1.25%,11550,-
942,NRXS,"NeurAxis, Inc.",18.26M,1.80%,6000,2.46M
943,CRVO,CervoMed Inc.,18.24M,-2.24%,61692,10.07M
944,ATHA,"Athira Pharma, Inc.",18.17M,-8.67%,272184,-
945,BOLT,"Bolt Biotherapeutics, Inc.",18.12M,-5.30%,78713,9.78M
946,KAPA,"Kairos Pharma, Ltd.",17.73M,-4.17%,206678,-
947,SLGL,Sol-Gel Technologies Ltd.,17.56M,-6.05%,58450,11.71M
948,ERNA,Eterna Therapeutics Inc.,17.25M,-4.35%,552478,598.00K
949,AFMD,Affimed N.V.,17.13M,-0.48%,72678,6.29M
950,SPRB,"Spruce Biosciences, Inc.",16.93M,0.10%,785741,7.10M
951,NNVC,"NanoViricides, Inc.",16.79M,-4.88%,143399,-
952,GLYC,"GlycoMimetics, Inc.",16.77M,-4.34%,246740,10.00K
953,ADGM,"Adagio Medical Holdings, Inc.",16.72M,5.61%,123530,543.00K
954,NEPH,"Nephros, Inc.",16.61M,0.96%,11679,13.55M
955,IPA,ImmunoPrecise Antibodies Ltd.,16.47M,-3.33%,757468,17.27M
956,PHGE,BiomX Inc.,16.36M,22.43%,105573,-
957,EVAX,Evaxion Biotech A/S,16.17M,-6.91%,484692,3.30M
958,GOVX,"GeoVax Labs, Inc.",16.04M,-1.75%,385147,3.09M
959,BRTX,"BioRestorative Therapies, Inc.",15.92M,-7.63%,92559,377.00K
960,IINN,Inspira Technologies Oxy B.H.N. Ltd.,15.89M,-4.45%,655888,-
961,FLGC,Flora Growth Corp.,15.74M,-6.58%,174022,64.15M
962,SYBX,"Synlogic, Inc.",15.67M,-0.74%,2030,2.78M
963,BSGM,"BioSig Technologies, Inc.",15.66M,-3.29%,238364,39.00K
964,NERV,"Minerva Neurosciences, Inc.",15.52M,-7.12%,14802,-
965,CANF,Can-Fite BioPharma Ltd.,15.24M,-3.52%,60500,667.00K
966,STRM,"Streamline Health Solutions, Inc.",15.13M,-8.05%,42701,18.59M
967,LFWD,Lifeward Ltd.,14.88M,4.09%,125077,25.00M
968,MYNZ,Mainz Biomed N.V.,14.83M,2.21%,353330,917.20K
969,CING,Cingulate Inc.,14.69M,-4.71%,82051,-
970,MTVA,MetaVia Inc.,14.65M,-6.06%,23293,-
971,TRIB,Trinity Biotech plc,14.44M,3.60%,226565,59.13M
972,COSM,Cosmos Health Inc.,14.38M,-5.31%,626832,56.04M
973,DWTX,"Dogwood Therapeutics, Inc.",14.31M,-7.37%,102346,-
974,BCTX,BriaCell Therapeutics Corp.,13.86M,-6.91%,194157,-
975,XTLB,XTL Biopharmaceuticals Ltd.,13.66M,-2.56%,1346,46.00K
976,BLRX,BioLineRx Ltd.,13.21M,-,128436,21.99M
977,ACXP,"Acurx Pharmaceuticals, Inc.",13.08M,-1.31%,57140,-
978,IMNN,"Imunon, Inc.",13.02M,-0.14%,112119,-
979,SNSE,"Sensei Biotherapeutics, Inc.",12.29M,4.98%,170536,-
980,LYRA,"Lyra Therapeutics, Inc.",12.24M,-1.05%,1058087,1.47M
981,BIAF,"bioAffinity Technologies, Inc.",12.16M,-1.22%,32995,9.37M
982,CLRB,"Cellectar Biosciences, Inc.",12.01M,5.43%,2564834,-
983,LUCY,"Innovative Eyewear, Inc.",11.84M,0.62%,13646,1.56M
984,EKSO,"Ekso Bionics Holdings, Inc.",11.55M,-4.26%,232601,17.68M
985,TXMD,"TherapeuticsMD, Inc.",11.53M,-0.99%,15477,1.60M
986,SSKN,"STRATA Skin Sciences, Inc.",11.51M,-2.47%,1245,32.68M
987,INDP,"Indaptus Therapeutics, Inc.",11.24M,-0.79%,24181,-
988,TLPH,"Talphera, Inc.",11.07M,-8.07%,9425,281.00K
989,IMRN,Immuron Limited,10.97M,-4.85%,761,3.27M
990,MGRX,"Mangoceuticals, Inc.",10.89M,24.27%,814930,755.00K
991,BCDA,"BioCardia, Inc.",10.84M,-4.25%,19716,71.00K
992,APTO,Aptose Biosciences Inc.,10.81M,-5.61%,317978,-
993,KPRX,"Kiora Pharmaceuticals, Inc.",10.80M,-2.44%,11170,16.02M
994,CYCN,"Cyclerion Therapeutics, Inc.",10.73M,-0.27%,161159,194.00K
995,EVGN,Evogene Ltd.,10.56M,-6.41%,18493,7.48M
996,CSCI,COSCIENS Biopharma Inc.,10.55M,4.15%,1308,4.83M
997,MHUA,"Meihua International Medical Technologies Co., Ltd.",10.49M,-1.41%,394364,94.25M
998,PMCB,"PharmaCyte Biotech, Inc.",10.38M,-3.87%,8954,-
999,TSBX,Turnstone Biologics Corp.,10.31M,-6.52%,343393,-
1000,AEMD,"Aethlon Medical, Inc.",10.19M,-0.73%,960791,-
1001,JAGX,"Jaguar Health, Inc.",10.03M,0.65%,207432,10.48M
1002,EVOK,"Evoke Pharma, Inc.",9.94M,-0.82%,2420,8.62M
1003,PRPO,"Precipio, Inc.",9.86M,-3.56%,4088,17.41M
1004,BNGO,"Bionano Genomics, Inc.",9.84M,1.22%,115732,33.33M
1005,BCLI,Brainstorm Cell Therapeutics Inc.,9.77M,-6.39%,32445,-
1006,POAI,Predictive Oncology Inc.,9.67M,-5.23%,182842,1.48M
1007,BMRA,"Biomerica, Inc.",9.58M,-6.34%,389206,5.58M
1008,AYTU,"Aytu BioPharma, Inc.",9.53M,-7.74%,52606,79.76M
1009,AIM,AIM ImmunoTech Inc.,9.39M,-1.87%,3665812,190.00K
1010,RLMD,"Relmada Therapeutics, Inc.",9.33M,-9.62%,2942119,-
1011,MNDR,Mobile-health Network Solutions,9.32M,-3.88%,604011,13.97M
1012,INBS,Intelligent Bio Solutions Inc.,9.30M,7.69%,625647,3.19M
1013,APLM,"Apollomics, Inc.",9.21M,1.83%,8777,2.10M
1014,CJJD,"China Jo-Jo Drugstores, Inc.",8.96M,-1.36%,5943,147.13M
1015,NURO,"NeuroMetrix, Inc.",8.93M,-0.68%,10960,3.77M
1016,CUTR,"Cutera, Inc.",8.86M,-7.78%,73616,155.21M
1017,BFRI,Biofrontera Inc.,8.83M,-1.72%,135052,35.36M
1018,APDN,"Applied DNA Sciences, Inc.",8.83M,-0.82%,1078306,3.43M
1019,PPBT,Purple Biotech Ltd,8.80M,-9.15%,33717,-
1020,ICU,SeaStar Medical Holding Corporation,8.75M,0.28%,268430,68.00K
1021,AIMD,"Ainos, Inc.",8.73M,5.23%,120486,40.63K
1022,BTAI,"BioXcel Therapeutics, Inc.",8.19M,-11.52%,4505713,2.28M
1023,HOTH,"Hoth Therapeutics, Inc.",8.15M,-1.67%,278363,-
1024,ENSC,"Ensysce Biosciences, Inc.",8.04M,0.48%,13574,4.42M
1025,CHRO,Channel Therapeutics Corporation,7.72M,-18.99%,139955,-
1026,NEUP,Neuphoria Therapeutics Inc.,7.63M,-6.94%,186159,-
1027,KLTO,"Klotho Neurosciences, Inc.",7.58M,-3.31%,61904,-
1028,KDLY,"Kindly MD, Inc.",7.47M,2.77%,9072,2.88M
1029,VRAX,Virax Biolabs Group Limited,7.42M,-5.13%,1621442,84.87K
1030,CELZ,"Creative Medical Technology Holdings, Inc.",7.40M,18.31%,133921,11.00K
1031,SILO,"Silo Pharma, Inc.",7.31M,-3.58%,62896,72.10K
1032,PSTV,"Plus Therapeutics, Inc.",7.29M,-3.41%,16059,5.73M
1033,KZIA,Kazia Therapeutics Limited,7.27M,-13.33%,458014,1.66M
1034,IMCC,IM Cannabis Corp.,7.17M,4.90%,13312,38.04M
1035,SYRA,Syra Health Corp.,7.13M,0.49%,159999,7.74M
1036,RDHL,RedHill Biopharma Ltd.,7.04M,-5.17%,14266,3.71M
1037,RNAZ,"TransCode Therapeutics, Inc.",6.98M,-11.87%,685146,-
1038,OTRK,"Ontrak, Inc.",6.88M,-2.40%,9652,11.24M
1039,PAVM,PAVmed Inc.,6.86M,0.99%,81932,4.03M
1040,APM,Aptorum Group Limited,6.73M,-0.83%,86199,-
1041,GCTK,"GlucoTrack, Inc.",6.67M,-5.24%,942527,-
1042,ADXN,Addex Therapeutics Ltd,6.66M,-0.39%,4046,701.26K
1043,STRR,"Star Equity Holdings, Inc.",6.63M,-3.70%,12544,50.38M
1044,EDSA,"Edesa Biotech, Inc.",6.63M,-5.83%,10060,-
1045,SSY,"SunLink Health Systems, Inc.",6.48M,4.55%,32500,31.81M
1046,PHIO,Phio Pharmaceuticals Corp.,6.47M,-6.40%,451075,-
1047,QNRX,"Quoin Pharmaceuticals, Ltd.",6.45M,-3.13%,833105,-
1048,OMGA,"Omega Therapeutics, Inc.",6.42M,-11.37%,11570501,8.10M
1049,XBIO,"Xenetic Biosciences, Inc.",6.31M,1.49%,10800,2.52M
1050,XWEL,"XWELL, Inc.",6.25M,-3.25%,3837,33.83M
1051,ALZN,"Alzamend Neuro, Inc.",6.19M,-0.85%,45379,-
1052,PRPH,"ProPhase Labs, Inc.",6.18M,-0.46%,300759,12.75M
1053,PBM,Psyence Biomedical Ltd.,6.04M,-1.09%,78095,-
1054,GLTO,"Galecto, Inc.",5.99M,-8.08%,17319,-
1055,MBIO,"Mustang Bio, Inc.",5.95M,-4.79%,75701,-
1056,AWH,Aspira Women's Health Inc.,5.85M,-5.16%,83130,8.96M
1057,SNGX,"Soligenix, Inc.",5.85M,-0.85%,44091,364.18K
1058,CMND,Clearmind Medicine Inc.,5.80M,-4.90%,55101,-
1059,ELAB,PMGC Holdings Inc.,5.78M,2.11%,507660,2.45M
1060,LIXT,"Lixte Biotechnology Holdings, Inc.",5.53M,-9.89%,18427,-
1061,ACON,"Aclarion, Inc.",5.45M,-,409729,49.29K
1062,AZTR,"Azitra, Inc.",5.41M,-11.40%,2804800,97.50K
1063,CHEK,Check-Cap Ltd.,5.38M,4.53%,185563,-
1064,PRTG,Portage Biotech Inc.,5.33M,-4.90%,49439,-
1065,CNSP,"CNS Pharmaceuticals, Inc.",5.31M,0.54%,4358070,-
